Year,Rank,Name,Prize Money,Players/Tournaments
2023,3.,Russian Federation,"$10,448,922.14",643 Players
2023,4.,Brazil,"$6,823,645.53",986 Players
2023,5.,"Korea, Republic of","$6,608,901.40",894 Players
2023,6.,France,"$5,440,205.25",691 Players
2023,7.,Denmark,"$4,638,654.37",267 Players
2023,8.,United Kingdom,"$4,171,456.21",595 Players
2023,9.,Thailand,"$3,939,295.41",384 Players
2023,10.,Sweden,"$3,882,662.80",267 Players
2023,11.,Ukraine,"$3,367,227.27",196 Players
2023,12.,Japan,"$3,070,851.85",569 Players
2023,13.,Australia,"$3,007,746.59",606 Players
2023,14.,Germany,"$2,996,291.12",653 Players
2023,15.,Poland,"$2,942,416.50",397 Players
2023,16.,Saudi Arabia,"$2,637,947.53",308 Players
2023,17.,Indonesia,"$2,439,174.65",412 Players
2023,18.,Canada,"$2,426,105.81",362 Players
2023,19.,Philippines,"$2,203,124.09",343 Players
2023,20.,Netherlands,"$2,039,520.86",233 Players
2023,21.,Turkey,"$1,901,681.03",351 Players
2023,22.,Viet Nam,"$1,610,797.51",588 Players
2023,23.,Peru,"$1,560,653.45",170 Players
2023,24.,Malaysia,"$1,506,357.80",293 Players
2023,25.,India,"$1,075,822.36",360 Players
2023,26.,Italy,"$1,068,691.16",216 Players
2023,27.,Mexico,"$1,011,963.99",287 Players
2023,28.,Spain,"$980,855.08",246 Players
2023,29.,Argentina,"$972,417.42",241 Players
2023,30.,Kazakhstan,"$924,614.89",75 Players
2023,31.,Pakistan,"$881,724.63",42 Players
2023,32.,Israel,"$877,639.52",41 Players
2023,33.,Mongolia,"$788,741.55",108 Players
2023,34.,Portugal,"$774,212.52",167 Players
2023,35.,Norway,"$765,598.40",126 Players
2023,36.,Nepal,"$714,650.00",55 Players
2023,37.,"Taiwan, Republic of China","$671,575.93",263 Players
2023,38.,Finland,"$665,094.83",175 Players
2023,39.,Latvia,"$553,733.07",22 Players
2023,40.,Bosnia and Herzegovina,"$503,824.32",13 Players
2023,41.,Czech Republic,"$476,411.71",157 Players
2023,42.,Estonia,"$468,014.79",36 Players
2023,43.,Singapore,"$465,892.49",139 Players
2023,44.,Serbia,"$465,863.04",68 Players
2023,45.,Slovenia,"$426,473.29",48 Players
2023,46.,Romania,"$398,397.28",79 Players
2023,47.,Belarus,"$348,899.62",61 Players
2023,48.,Belgium,"$336,511.11",81 Players
2023,49.,Cambodia,"$328,911.45",64 Players
2023,50.,Egypt,"$328,788.06",128 Players
2023,51.,Chile,"$325,409.29",168 Players
2023,52.,United Arab Emirates,"$325,154.23",47 Players
2023,53.,Lebanon,"$309,635.14",19 Players
2023,54.,Morocco,"$291,407.05",44 Players
2023,55.,South Africa,"$285,169.86",110 Players
2023,56.,Dominican Republic,"$281,487.23",26 Players
2023,57.,Bulgaria,"$274,609.85",58 Players
2023,58.,Slovakia,"$262,388.86",43 Players
2023,59.,"Moldova, Republic of","$233,216.15",14 Players
2023,60.,Hungary,"$224,191.27",118 Players
2023,61.,North Macedonia,"$204,372.24",22 Players
2023,62.,Jordan,"$187,023.51",37 Players
2023,63.,Austria,"$182,176.07",60 Players
2023,64.,Iraq,"$181,570.02",36 Players
2023,65.,Myanmar,"$170,388.78",44 Players
2023,66.,Bolivia,"$163,327.39",18 Players
2023,67.,Bahrain,"$158,868.99",22 Players
2023,68.,Croatia,"$140,116.35",48 Players
2023,69.,Cuba,"$133,018.60",6 Players
2023,70.,Uzbekistan,"$131,796.51",16 Players
2023,71.,"Iran, Islamic Republic of","$131,393.64",16 Players
2023,72.,Kyrgyzstan,"$127,647.45",48 Players
2023,73.,Algeria,"$125,566.76",21 Players
2023,74.,Montenegro,"$123,252.68",4 Players
2023,75.,Lithuania,"$122,577.11",52 Players
2023,76.,Switzerland,"$121,463.19",62 Players
2023,77.,Kuwait,"$116,450.02",66 Players
2023,78.,Colombia,"$112,541.63",91 Players
2023,79.,New Zealand,"$98,636.54",66 Players
2023,80.,Puerto Rico,"$92,391.71",25 Players
2023,81.,"Kosovo, Republic of","$86,158.34",10 Players
2023,82.,Ireland,"$84,990.65",43 Players
2023,83.,Greece,"$80,539.86",41 Players
2023,84.,Hong Kong,"$73,667.80",63 Players
2023,85.,Syrian Arab Republic,"$70,466.48",14 Players
2023,86.,Armenia,"$68,306.62",10 Players
2023,87.,Azerbaijan,"$66,447.54",19 Players
2023,88.,Georgia,"$65,434.66",34 Players
2023,89.,Uruguay,"$62,818.54",27 Players
2023,90.,Venezuela,"$48,352.99",20 Players
2023,91.,Lao People's Democratic Republic,"$31,746.69",14 Players
2023,92.,Qatar,"$28,535.46",10 Players
2023,93.,Panama,"$25,930.00",9 Players
2023,94.,Senegal,"$25,333.33",2 Players
2023,95.,Guatemala,"$22,456.35",15 Players
2023,96.,Iceland,"$22,282.73",25 Players
2023,97.,Ecuador,"$17,339.52",14 Players
2023,98.,Oman,"$16,850.00",9 Players
2023,99.,Costa Rica,"$15,356.66",14 Players
2023,100.,Luxembourg,"$12,876.25",13 Players
2023,101.,Nicaragua,"$11,370.98",3 Players
2023,102.,Macao,"$11,151.61",3 Players
2023,103.,Honduras,"$10,695.38",9 Players
2023,104.,Tunisia,"$10,588.36",24 Players
2023,105.,Bangladesh,"$10,209.84",8 Players
2023,106.,Yemen,"$10,016.67",2 Players
2023,107.,Malta,"$8,464.97",5 Players
2023,108.,Afghanistan,"$6,774.29",3 Players
2023,109.,Guyana,"$6,750.00",1 Player
2023,110.,Paraguay,"$6,633.33",6 Players
2023,111.,"Palestine, State of","$6,324.60",8 Players
2023,112.,Fiji,"$5,801.67",1 Player
2023,113.,Turkmenistan,"$5,000.00",5 Players
2023,114.,Albania,"$4,912.62",5 Players
2023,115.,Sudan,"$3,595.84",2 Players
2023,116.,Côte D'Ivoire,"$3,000.00",3 Players
2023,117.,Sri Lanka,"$2,485.71",2 Players
2023,118.,El Salvador,"$2,166.67",2 Players
2023,119.,Jamaica,"$1,827.36",3 Players
2023,120.,French Polynesia,"$1,525.42",1 Player
2023,121.,Isle of Man,"$1,500.00",1 Player
2023,122.,Nigeria,"$1,420.00",2 Players
2023,123.,Guernsey,"$1,416.67",1 Player
2023,124.,Brunei Darussalam,"$1,183.33",6 Players
2023,125.,Libyan Arab Jamahiriya,$950.00,2 Players
2023,126.,Trinidad and Tobago,$935.71,3 Players
2023,127.,Reunion,$800.00,2 Players
2023,128.,Gabon,$540.50,1 Player
2023,129.,Tuvalu,$500.00,1 Player
2023,130.,Monaco,$267.87,1 Player
2023,131.,Jersey,$62.33,1 Player
